Completion Code (1=completed PhD; 2=left without PhD),Time to Degree,Time to Leaving,Discipline,Gender Code (1=F; 2=M),GRE V,GRE Q
1,5.00,,Non-Engineering,2,540,770
1,11.00,,Non-Engineering,2,600,730
1,7.00,,Non-Engineering,2,610,770
1,9.00,,Non-Engineering,2,620,740
1,3.00,,Non-Engineering,2,650,790
1,8.00,,Non-Engineering,2,660,710
1,5.00,,Non-Engineering,2,700,790
1,12.00,,Non-Engineering,2,710,630
1,6.00,,Non-Engineering,2,710,760
1,7.00,,Non-Engineering,2,790,800
1,7.00,,Non-Engineering,1,480,780
1,6.00,,Non-Engineering,1,540,720
1,7.00,,Non-Engineering,1,550,700
1,6.00,,Non-Engineering,1,610,730
1,6.00,,Non-Engineering,1,630,800
1,8.00,,Non-Engineering,1,640,640
1,5.00,,Non-Engineering,1,660,720
1,6.00,,Non-Engineering,1,680,800
1,7.00,,Non-Engineering,1,720,760
1,9.00,,Non-Engineering,1,720,800
1,7.00,,Non-Engineering,2,420,590
1,5.00,,Non-Engineering,2,440,790
1,7.00,,Non-Engineering,2,490,780
1,9.00,,Non-Engineering,2,530,750
1,11.00,,Non-Engineering,2,540,750
1,7.00,,Non-Engineering,2,540,770
1,5.00,,Non-Engineering,2,540,770
1,7.00,,Non-Engineering,2,560,800
1,9.00,,Non-Engineering,2,560,800
1,10.00,,Non-Engineering,2,570,710
1,9.00,,Non-Engineering,2,570,780
1,8.00,,Non-Engineering,2,590,800
1,6.00,,Non-Engineering,2,590,800
1,7.00,,Non-Engineering,2,610,740
1,7.00,,Non-Engineering,2,610,750
1,8.00,,Non-Engineering,2,610,790
1,6.00,,Non-Engineering,2,610,800
1,10.00,,Non-Engineering,2,630,720
1,8.00,,Non-Engineering,2,640,770
1,6.00,,Non-Engineering,2,640,800
1,9.00,,Non-Engineering,2,640,800
1,4.00,,Non-Engineering,2,650,800
1,5.00,,Non-Engineering,2,650,800
1,6.00,,Non-Engineering,2,660,740
1,11.00,,Non-Engineering,2,660,800
1,10.00,,Non-Engineering,2,660,800
1,5.00,,Non-Engineering,2,670,770
1,7.00,,Non-Engineering,2,690,800
1,12.00,,Non-Engineering,2,700,760
1,8.00,,Non-Engineering,2,700,800
1,10.00,,Non-Engineering,2,710,790
1,7.00,,Non-Engineering,2,710,800
1,6.00,,Non-Engineering,2,720,680
1,6.00,,Non-Engineering,2,720,790
1,9.00,,Non-Engineering,2,720,800
1,11.00,,Non-Engineering,2,730,760
1,7.00,,Non-Engineering,2,730,770
1,3.00,,Non-Engineering,2,760,800
1,6.00,,Non-Engineering,2,770,760
1,6.00,,Non-Engineering,2,770,780
1,6.00,,Non-Engineering,2,790,790
1,7.00,,Non-Engineering,1,470,570
1,9.00,,Non-Engineering,1,490,510
1,6.00,,Non-Engineering,1,510,460
1,4.00,,Non-Engineering,1,530,580
1,9.00,,Non-Engineering,1,580,750
1,5.00,,Non-Engineering,1,650,730
1,7.00,,Non-Engineering,2,410,370
1,5.00,,Non-Engineering,2,430,600
1,5.00,,Non-Engineering,2,460,530
1,4.00,,Non-Engineering,2,460,700
1,6.00,,Non-Engineering,2,480,570
1,7.00,,Non-Engineering,2,500,430
1,6.00,,Non-Engineering,2,520,550
1,4.00,,Non-Engineering,2,520,710
1,5.00,,Non-Engineering,2,540,700
1,8.00,,Non-Engineering,2,540,700
1,5.00,,Non-Engineering,2,540,710
1,5.00,,Non-Engineering,2,550,590
1,10.00,,Non-Engineering,2,560,430
1,6.00,,Non-Engineering,2,560,590
1,5.00,,Non-Engineering,2,600,650
1,6.00,,Non-Engineering,2,660,460
1,3.00,,Non-Engineering,1,360,600
1,7.00,,Non-Engineering,1,460,690
1,8.00,,Non-Engineering,1,480,630
1,6.00,,Non-Engineering,1,500,550
1,6.00,,Non-Engineering,1,510,680
1,7.00,,Non-Engineering,1,520,650
1,6.00,,Non-Engineering,1,530,750
1,7.00,,Non-Engineering,1,550,610
1,6.00,,Non-Engineering,1,550,610
1,5.00,,Non-Engineering,1,550,610
1,5.00,,Non-Engineering,1,550,670
1,7.00,,Non-Engineering,1,570,570
1,7.00,,Non-Engineering,1,600,680
1,5.00,,Non-Engineering,1,620,650
1,8.00,,Non-Engineering,1,630,680
1,8.00,,Non-Engineering,1,630,780
1,6.00,,Non-Engineering,1,670,650
1,6.00,,Non-Engineering,1,670,660
1,9.00,,Non-Engineering,1,700,640
1,7.00,,Non-Engineering,1,700,800
1,6.00,,Non-Engineering,1,720,760
1,8.00,,Non-Engineering,1,740,780
1,6.00,,Non-Engineering,2,440,730
1,10.00,,Non-Engineering,2,470,760
1,5.00,,Non-Engineering,2,480,660
1,11.00,,Non-Engineering,2,510,420
1,3.00,,Non-Engineering,2,510,600
1,5.00,,Non-Engineering,2,520,690
1,6.00,,Non-Engineering,2,540,640
1,6.00,,Non-Engineering,2,540,670
1,5.00,,Non-Engineering,2,540,690
1,6.00,,Non-Engineering,2,540,710
1,4.00,,Non-Engineering,2,570,580
1,6.00,,Non-Engineering,2,570,720
1,7.00,,Non-Engineering,2,590,650
1,4.00,,Non-Engineering,2,590,680
1,5.00,,Non-Engineering,2,590,760
1,4.00,,Non-Engineering,2,600,720
1,7.00,,Non-Engineering,2,610,650
1,5.00,,Non-Engineering,2,620,700
1,6.00,,Non-Engineering,2,620,790
1,10.00,,Non-Engineering,2,630,620
1,13.00,,Non-Engineering,2,630,650
1,13.00,,Non-Engineering,2,630,650
1,5.00,,Non-Engineering,2,640,670
1,7.00,,Non-Engineering,2,650,780
1,5.00,,Non-Engineering,2,680,700
1,11.00,,Non-Engineering,2,790,690
1,5.00,,Non-Engineering,1,450,670
1,5.00,,Non-Engineering,1,460,640
1,8.00,,Non-Engineering,1,460,690
1,5.00,,Non-Engineering,1,470,640
1,5.00,,Non-Engineering,1,520,600
1,7.00,,Non-Engineering,1,520,620
1,7.00,,Non-Engineering,1,520,620
1,6.00,,Non-Engineering,1,550,710
1,3.00,,Non-Engineering,1,560,630
1,5.00,,Non-Engineering,1,580,590
1,7.00,,Non-Engineering,1,700,760
1,5.00,,Non-Engineering,2,560,610
1,5.00,,Non-Engineering,2,590,720
1,5.00,,Non-Engineering,1,360,600
1,7.00,,Non-Engineering,1,360,650
1,5.00,,Non-Engineering,1,480,640
1,5.00,,Non-Engineering,1,540,610
1,7.00,,Non-Engineering,2,370,750
1,14.00,,Non-Engineering,2,460,520
1,3.00,,Non-Engineering,2,520,670
1,14.00,,Non-Engineering,2,530,560
1,4.00,,Non-Engineering,1,280,700
1,7.00,,Non-Engineering,1,410,780
1,6.00,,Non-Engineering,1,460,730
1,3.00,,Non-Engineering,1,470,730
1,7.00,,Non-Engineering,1,520,660
1,6.00,,Non-Engineering,1,530,650
1,4.00,,Non-Engineering,1,530,760
1,4.00,,Non-Engineering,1,570,600
1,7.00,,Non-Engineering,1,570,600
1,7.00,,Non-Engineering,1,570,660
1,8.00,,Non-Engineering,1,620,620
1,6.00,,Non-Engineering,1,620,690
1,5.00,,Non-Engineering,1,710,800
1,6.00,,Non-Engineering,2,410,670
1,5.00,,Non-Engineering,2,450,780
1,4.00,,Non-Engineering,2,460,630
1,5.00,,Non-Engineering,2,480,720
1,13.00,,Non-Engineering,2,490,580
1,9.00,,Non-Engineering,2,510,680
1,5.00,,Non-Engineering,2,550,640
1,8.00,,Non-Engineering,2,570,710
1,5.00,,Non-Engineering,2,590,760
1,5.00,,Non-Engineering,2,650,710
1,7.00,,Non-Engineering,2,660,690
1,6.00,,Non-Engineering,2,680,710
1,9.00,,Non-Engineering,1,280,680
1,6.00,,Non-Engineering,1,330,740
1,4.00,,Non-Engineering,1,460,670
1,7.00,,Non-Engineering,1,550,750
1,7.00,,Non-Engineering,1,550,750
1,6.00,,Non-Engineering,1,580,790
1,10.00,,Non-Engineering,1,660,730
1,6.00,,Non-Engineering,2,330,640
1,8.00,,Non-Engineering,2,410,700
1,4.00,,Non-Engineering,2,500,770
1,4.00,,Non-Engineering,2,530,750
1,8.00,,Non-Engineering,2,570,510
1,12.00,,Non-Engineering,2,620,780
1,5.00,,Non-Engineering,2,750,790
1,7.00,,Non-Engineering,1,510,490
1,6.00,,Non-Engineering,1,650,610
1,11.00,,Non-Engineering,1,470,660
1,6.00,,Non-Engineering,1,500,710
1,3.00,,Non-Engineering,1,530,720
1,7.00,,Non-Engineering,1,720,700
1,7.00,,Non-Engineering,2,470,570
1,4.00,,Non-Engineering,2,470,650
1,6.00,,Non-Engineering,2,490,630
1,6.00,,Non-Engineering,2,520,590
1,7.00,,Non-Engineering,2,530,740
1,5.00,,Non-Engineering,2,680,780
1,5.00,,Non-Engineering,2,480,770
1,5.00,,Non-Engineering,2,550,530
1,3.00,,Non-Engineering,2,500,740
1,5.00,,Non-Engineering,1,510,790
1,5.00,,Non-Engineering,1,560,780
1,4.00,,Non-Engineering,2,700,800
1,8.00,,Non-Engineering,1,580,800
1,4.00,,Non-Engineering,1,590,790
1,4.00,,Non-Engineering,1,640,800
1,4.00,,Non-Engineering,1,670,800
1,6.00,,Non-Engineering,1,710,800
1,6.00,,Non-Engineering,1,580,660
1,5.00,,Non-Engineering,1,580,790
1,5.00,,Non-Engineering,1,640,800
1,4.00,,Non-Engineering,2,300,800
1,7.00,,Non-Engineering,2,490,800
1,4.00,,Non-Engineering,2,520,780
1,5.00,,Non-Engineering,2,550,800
1,4.00,,Non-Engineering,2,550,800
1,5.00,,Non-Engineering,2,560,800
1,5.00,,Non-Engineering,2,560,800
1,4.00,,Non-Engineering,2,590,800
1,5.00,,Non-Engineering,2,610,750
1,7.00,,Non-Engineering,2,610,800
1,5.00,,Non-Engineering,2,620,780
1,4.00,,Non-Engineering,2,650,800
1,5.00,,Non-Engineering,2,650,800
1,6.00,,Non-Engineering,2,650,800
1,4.00,,Non-Engineering,2,660,800
1,8.00,,Non-Engineering,2,660,800
1,4.00,,Non-Engineering,2,680,800
1,4.00,,Non-Engineering,2,680,800
1,7.00,,Non-Engineering,2,690,800
1,5.00,,Non-Engineering,2,700,800
1,6.00,,Non-Engineering,2,720,800
1,4.00,,Non-Engineering,2,730,800
1,6.00,,Non-Engineering,2,800,790
1,7.00,,Non-Engineering,2,440,800
1,6.00,,Non-Engineering,2,460,700
1,4.00,,Non-Engineering,2,520,720
1,6.00,,Non-Engineering,2,520,770
1,6.00,,Non-Engineering,2,520,780
1,5.00,,Non-Engineering,2,550,780
1,8.00,,Non-Engineering,2,740,720
1,5.00,,Non-Engineering,1,550,650
1,6.00,,Non-Engineering,2,550,760
1,9.00,,Non-Engineering,2,680,750
1,5.00,,Non-Engineering,1,560,720
1,4.00,,Non-Engineering,1,560,790
1,6.00,,Non-Engineering,1,590,640
1,9.00,,Non-Engineering,2,400,720
1,5.00,,Non-Engineering,2,690,790
1,5.00,,Non-Engineering,1,430,570
1,6.00,,Non-Engineering,1,480,640
1,5.00,,Non-Engineering,1,560,670
1,5.00,,Non-Engineering,1,570,560
1,9.00,,Non-Engineering,1,600,620
1,6.00,,Non-Engineering,1,630,710
1,5.00,,Non-Engineering,2,440,440
1,6.00,,Non-Engineering,2,680,670
1,7.00,,Non-Engineering,1,310,560
1,5.00,,Non-Engineering,1,360,510
1,5.00,,Non-Engineering,1,360,800
1,5.00,,Non-Engineering,1,450,630
1,6.00,,Non-Engineering,1,450,680
1,6.00,,Non-Engineering,1,460,770
1,5.00,,Non-Engineering,1,500,600
1,4.00,,Non-Engineering,1,540,540
1,5.00,,Non-Engineering,1,550,700
1,7.00,,Non-Engineering,1,630,660
1,5.00,,Non-Engineering,1,660,630
1,6.00,,Non-Engineering,1,670,690
1,6.00,,Non-Engineering,1,800,800
1,6.00,,Non-Engineering,2,310,730
1,8.00,,Non-Engineering,2,330,650
1,7.00,,Non-Engineering,2,440,730
1,5.00,,Non-Engineering,2,450,680
1,6.00,,Non-Engineering,2,490,620
1,7.00,,Non-Engineering,2,490,680
1,7.00,,Non-Engineering,2,500,780
1,7.00,,Non-Engineering,2,520,580
1,5.00,,Non-Engineering,2,530,730
1,4.00,,Non-Engineering,2,540,690
1,7.00,,Non-Engineering,2,610,780
1,4.00,,Non-Engineering,2,640,700
1,6.00,,Non-Engineering,2,640,710
1,4.00,,Non-Engineering,2,710,690
1,7.00,,Non-Engineering,1,410,710
1,7.00,,Non-Engineering,1,500,590
1,8.00,,Non-Engineering,1,610,610
1,4.00,,Non-Engineering,2,430,460
1,9.00,,Non-Engineering,1,370,640
1,4.00,,Non-Engineering,1,550,740
1,5.00,,Non-Engineering,1,560,600
1,4.00,,Non-Engineering,1,610,580
1,3.00,,Non-Engineering,1,620,630
1,5.00,,Non-Engineering,2,460,650
1,4.00,,Non-Engineering,2,480,610
1,5.00,,Non-Engineering,2,560,610
1,6.00,,Non-Engineering,2,560,680
1,6.00,,Non-Engineering,2,560,730
1,6.00,,Non-Engineering,2,620,620
1,3.00,,Non-Engineering,2,640,650
1,4.00,,Non-Engineering,2,650,730
1,4.00,,Non-Engineering,2,650,750
1,5.00,,Non-Engineering,2,710,770
1,5.00,,Non-Engineering,2,720,630
1,3.00,,Non-Engineering,2,720,660
1,4.00,,Non-Engineering,2,740,720
1,6.00,,Non-Engineering,2,740,800
1,3.00,,Non-Engineering,2,800,800
1,3.00,,Non-Engineering,1,330,570
1,5.00,,Non-Engineering,1,400,800
1,6.00,,Non-Engineering,1,420,710
1,6.00,,Non-Engineering,1,530,600
1,7.00,,Non-Engineering,1,560,590
1,7.00,,Non-Engineering,1,560,590
1,3.00,,Non-Engineering,1,560,630
1,5.00,,Non-Engineering,1,580,620
1,5.00,,Non-Engineering,1,620,570
1,5.00,,Non-Engineering,1,620,750
1,6.00,,Non-Engineering,2,440,710
1,7.00,,Non-Engineering,2,500,640
1,6.00,,Non-Engineering,2,550,740
1,8.00,,Non-Engineering,1,270,470
1,3.00,,Non-Engineering,1,480,660
1,9.00,,Non-Engineering,1,490,640
1,7.00,,Non-Engineering,1,510,630
1,3.00,,Non-Engineering,1,540,660
1,5.00,,Non-Engineering,1,630,610
1,3.00,,Non-Engineering,1,720,650
1,4.00,,Non-Engineering,1,800,790
1,3.00,,Non-Engineering,2,510,740
1,10.00,,Non-Engineering,2,580,560
1,3.00,,Non-Engineering,2,610,800
1,3.00,,Non-Engineering,2,690,550
1,6.00,,Non-Engineering,1,390,570
1,7.00,,Non-Engineering,1,460,560
1,7.00,,Non-Engineering,1,520,650
1,5.00,,Non-Engineering,1,580,730
1,4.00,,Non-Engineering,1,600,730
1,6.00,,Non-Engineering,2,480,740
1,3.00,,Non-Engineering,2,530,630
1,1.00,,Non-Engineering,2,550,480
1,3.00,,Non-Engineering,2,580,630
1,4.00,,Non-Engineering,2,600,500
1,4.00,,Non-Engineering,2,610,660
1,6.00,,Non-Engineering,2,470,500
1,5.00,,Non-Engineering,1,540,670
1,4.00,,Non-Engineering,2,620,650
1,6.00,,Non-Engineering,1,440,610
1,5.00,,Non-Engineering,1,530,700
1,3.00,,Non-Engineering,1,570,640
1,5.00,,Non-Engineering,1,610,660
1,7.00,,Non-Engineering,1,630,680
1,8.00,,Non-Engineering,2,510,650
1,6.00,,Non-Engineering,2,540,720
1,5.00,,Non-Engineering,1,360,700
1,6.00,,Non-Engineering,1,480,640
1,6.00,,Non-Engineering,1,560,620
1,6.00,,Non-Engineering,1,590,800
1,4.00,,Non-Engineering,1,610,720
1,5.00,,Non-Engineering,2,460,510
1,6.00,,Non-Engineering,2,470,660
1,6.00,,Non-Engineering,2,490,800
1,6.00,,Non-Engineering,2,510,730
1,5.00,,Non-Engineering,2,530,700
1,7.00,,Non-Engineering,2,550,650
1,6.00,,Non-Engineering,2,590,700
1,12.00,,Non-Engineering,2,670,720
1,7.00,,Non-Engineering,1,330,800
1,5.00,,Non-Engineering,1,440,710
1,5.00,,Non-Engineering,2,490,800
1,7.00,,Non-Engineering,1,440,800
1,6.00,,Non-Engineering,1,480,700
1,6.00,,Non-Engineering,1,600,780
1,8.00,,Non-Engineering,2,350,750
1,6.00,,Non-Engineering,2,360,780
1,7.00,,Non-Engineering,2,390,740
1,5.00,,Non-Engineering,2,470,770
1,9.00,,Non-Engineering,2,490,600
1,9.00,,Non-Engineering,2,490,740
1,5.00,,Non-Engineering,2,500,740
1,6.00,,Non-Engineering,2,510,720
1,7.00,,Non-Engineering,2,550,800
1,7.00,,Non-Engineering,2,560,770
1,10.00,,Non-Engineering,2,630,780
1,8.00,,Non-Engineering,2,630,780
1,10.00,,Non-Engineering,2,670,680
1,7.00,,Non-Engineering,2,680,800
1,4.00,,Non-Engineering,2,720,790
1,5.00,,Non-Engineering,1,320,790
1,5.00,,Non-Engineering,1,350,650
1,6.00,,Non-Engineering,1,400,640
1,9.00,,Non-Engineering,1,470,600
1,6.00,,Non-Engineering,1,560,780
1,7.00,,Non-Engineering,1,590,640
1,5.00,,Non-Engineering,1,600,760
1,8.00,,Non-Engineering,1,600,770
1,5.00,,Non-Engineering,1,630,770
1,9.00,,Non-Engineering,1,650,770
1,6.00,,Non-Engineering,2,330,740
1,7.00,,Non-Engineering,2,480,710
1,10.00,,Non-Engineering,2,480,760
1,9.00,,Non-Engineering,2,520,800
1,6.00,,Non-Engineering,1,380,560
1,6.00,,Non-Engineering,1,450,720
1,5.00,,Non-Engineering,1,540,720
1,5.00,,Non-Engineering,2,400,710
1,6.00,,Non-Engineering,2,520,630
1,6.00,,Non-Engineering,1,300,720
1,7.00,,Non-Engineering,1,570,800
1,6.00,,Non-Engineering,1,720,800
1,5.00,,Non-Engineering,2,300,730
1,6.00,,Non-Engineering,2,380,730
1,7.00,,Non-Engineering,2,440,790
1,7.00,,Non-Engineering,2,440,790
1,8.00,,Non-Engineering,2,490,630
1,6.00,,Non-Engineering,2,500,630
1,8.00,,Non-Engineering,2,530,770
1,6.00,,Non-Engineering,2,560,750
1,5.00,,Non-Engineering,2,590,730
1,5.00,,Non-Engineering,2,600,700
1,7.00,,Non-Engineering,2,600,780
1,7.00,,Non-Engineering,2,600,800
1,7.00,,Non-Engineering,2,600,800
1,9.00,,Non-Engineering,2,630,680
1,6.00,,Non-Engineering,2,640,760
1,7.00,,Non-Engineering,2,640,800
1,8.00,,Non-Engineering,2,720,780
1,5.00,,Non-Engineering,1,550,780
1,5.00,,Non-Engineering,1,590,770
1,6.00,,Non-Engineering,1,640,760
1,3.00,,Non-Engineering,1,660,730
1,4.00,,Non-Engineering,2,290,780
1,6.00,,Non-Engineering,2,300,770
1,5.00,,Non-Engineering,2,390,790
1,7.00,,Non-Engineering,2,430,700
1,7.00,,Non-Engineering,2,490,790
1,9.00,,Non-Engineering,2,500,730
1,5.00,,Non-Engineering,2,630,690
1,6.00,,Non-Engineering,2,640,760
1,4.00,,Non-Engineering,2,660,790
1,6.00,,Non-Engineering,1,690,760
1,5.00,,Non-Engineering,1,330,570
1,5.00,,Non-Engineering,1,560,630
1,5.00,,Non-Engineering,1,570,680
1,8.00,,Non-Engineering,1,580,620
1,4.00,,Non-Engineering,1,580,700
1,6.00,,Non-Engineering,1,620,570
1,4.00,,Non-Engineering,1,640,700
1,3.00,,Non-Engineering,2,590,700
1,3.00,,Non-Engineering,1,470,580
1,5.00,,Non-Engineering,2,540,490
1,4.00,,Non-Engineering,1,500,620
1,5.00,,Non-Engineering,1,590,670
1,8.00,,Non-Engineering,1,590,750
1,10.00,,Non-Engineering,1,690,600
1,6.00,,Non-Engineering,2,320,550
1,4.00,,Non-Engineering,2,420,200
1,5.00,,Non-Engineering,2,470,490
1,5.00,,Non-Engineering,2,480,630
1,3.00,,Non-Engineering,2,490,680
1,5.00,,Non-Engineering,2,500,700
1,6.00,,Non-Engineering,2,520,710
1,5.00,,Non-Engineering,2,590,780
1,5.00,,Non-Engineering,2,590,780
1,5.00,,Non-Engineering,2,640,570
1,6.00,,Non-Engineering,2,710,800
1,4.00,,Non-Engineering,1,390,550
1,5.00,,Non-Engineering,1,600,660
1,6.00,,Non-Engineering,2,320,570
1,2.00,,Non-Engineering,2,500,500
1,5.00,,Non-Engineering,1,340,770
1,5.00,,Non-Engineering,1,550,800
1,5.00,,Non-Engineering,2,610,800
1,10.00,,Non-Engineering,1,410,590
1,8.00,,Non-Engineering,1,430,750
1,11.00,,Non-Engineering,1,440,620
1,4.00,,Non-Engineering,1,490,540
1,5.00,,Non-Engineering,1,510,480
1,6.00,,Non-Engineering,1,540,580
1,5.00,,Non-Engineering,1,560,710
1,9.00,,Non-Engineering,1,570,520
1,4.00,,Non-Engineering,1,580,570
1,7.00,,Non-Engineering,1,590,610
1,3.00,,Non-Engineering,1,630,530
1,7.00,,Non-Engineering,2,320,770
1,6.00,,Non-Engineering,2,510,550
1,6.00,,Non-Engineering,2,510,550
1,5.00,,Non-Engineering,2,550,540
1,6.00,,Non-Engineering,1,510,630
1,5.00,,Non-Engineering,1,520,550
1,5.00,,Non-Engineering,1,540,650
1,7.00,,Non-Engineering,2,430,410
1,12.00,,Non-Engineering,2,430,530
1,9.00,,Non-Engineering,2,450,500
1,5.00,,Non-Engineering,2,530,700
1,4.00,,Non-Engineering,2,540,730
1,10.00,,Non-Engineering,2,590,660
1,5.00,,Non-Engineering,2,620,760
2, ,0,Engineering,1,420,780
2, ,1,Engineering,1,460,710
2, ,2,Engineering,1,530,670
2, ,0,Engineering,1,570,720
2, ,1,Engineering,1,570,790
2, ,3,Engineering,1,640,760
2, ,1,Engineering,2,470,730
2, ,0,Engineering,2,540,750
2, ,0,Engineering,2,550,740
2, ,1,Engineering,2,570,760
2, ,1,Engineering,2,610,800
2, ,2,Engineering,1,470,680
2, ,2,Engineering,1,500,730
2, ,2,Engineering,1,550,710
2, ,1,Engineering,1,570,560
2, ,2,Engineering,1,580,750
2, ,1,Engineering,1,710,780
2, ,2,Engineering,2,490,790
2, ,3,Engineering,2,500,770
2, ,7,Engineering,2,500,710
2, ,1,Engineering,2,520,710
2, ,9,Engineering,1,550,780
2, ,1,Engineering,1,600,720
2, ,1,Engineering,2,420,770
2, ,3,Engineering,2,670,720
2, ,0,Engineering,1,640,760
2, ,3,Engineering,1,390,770
2, ,3,Engineering,1,390,770
2, ,3,Engineering,1,500,770
2, ,1,Engineering,1,700,770
2, ,6,Engineering,1,700,800
2, ,3,Engineering,2,300,790
2, ,5,Engineering,2,360,710
2, ,7,Engineering,2,400,720
2, ,2,Engineering,2,450,740
2, ,5,Engineering,2,460,750
2, ,2,Engineering,2,470,800
2, ,0,Engineering,2,490,670
2, ,3,Engineering,2,510,690
2, ,1,Engineering,2,520,790
2, ,2,Engineering,2,520,740
2, ,3,Engineering,2,520,720
2, ,3,Engineering,2,560,800
2, ,1,Engineering,2,660,780
2, ,1,Engineering,2,660,780
2, ,3,Engineering,2,660,790
2, ,1,Engineering,2,350,710
2, ,0,Engineering,2,550,680
2, ,5,Engineering,2,570,800
2, ,3,Engineering,1,330,660
2, ,1,Engineering,1,370,620
2, ,2,Engineering,1,430,590
2, ,5,Engineering,1,440,630
2, ,7,Engineering,1,440,670
2, ,1,Engineering,1,450,540
2, ,5,Engineering,1,450,750
2, ,2,Engineering,1,510,680
2, ,5,Engineering,1,530,750
2, ,9,Engineering,1,540,650
2, ,0,Engineering,1,550,750
2, ,2,Engineering,1,570,690
2, ,7,Engineering,1,570,760
2, ,1,Engineering,1,590,800
2, ,3,Engineering,1,600,650
2, ,1,Engineering,1,620,670
2, ,3,Engineering,1,630,740
2, ,8,Engineering,1,640,770
2, ,1,Engineering,2,370,690
2, ,0,Engineering,2,420,650
2, ,15,Engineering,2,450,590
2, ,1,Engineering,2,460,720
2, ,4,Engineering,2,460,770
2, ,2,Engineering,2,470,780
2, ,3,Engineering,2,500,700
2, ,3,Engineering,2,500,800
2, ,9,Engineering,2,510,790
2, ,6,Engineering,2,520,680
2, ,0,Engineering,2,530,730
2, ,2,Engineering,2,530,670
2, ,2,Engineering,2,540,740
2, ,2,Engineering,2,550,700
2, ,4,Engineering,2,550,800
2, ,2,Engineering,2,560,740
2, ,4,Engineering,2,560,710
2, ,8,Engineering,2,560,750
