Completion Code (1=completed PhD; 2=left without PhD),Time to Degree,Time to Leaving,Discipline,Gender Code (1=F; 2=M),GRE V,GRE Q
2, ,1,Engineering,2,570,760
2, ,1,Engineering,2,570,790
2, ,2,Engineering,2,570,770
2, ,4,Engineering,2,570,730
2, ,5,Engineering,2,570,780
2, ,2,Engineering,2,580,690
2, ,2,Engineering,2,590,790
2, ,1,Engineering,2,600,770
2, ,1,Engineering,2,600,800
2, ,4,Engineering,2,600,660
2, ,5,Engineering,2,640,790
2, ,2,Engineering,2,650,770
2, ,4,Engineering,2,660,800
2, ,3,Engineering,2,680,650
2, ,3,Engineering,2,710,680
2, ,11,Engineering,2,720,750
2, ,1,Engineering,1,320,770
2, ,2,Engineering,1,450,720
2, ,3,Engineering,2,300,740
2, ,6,Engineering,2,540,800
2, ,2,Engineering,1,300,550
2, ,0,Engineering,1,500,610
2, ,3,Engineering,1,750,650
2, ,2,Engineering,2,270,670
2, ,1,Engineering,2,340,650
2, ,3,Engineering,2,340,720
2, ,1,Engineering,2,400,750
2, ,4,Engineering,2,460,740
2, ,7,Engineering,2,490,740
2, ,2,Engineering,2,500,720
2, ,2,Engineering,2,500,720
2, ,2,Engineering,2,560,690
2, ,3,Engineering,1,510,720
2, ,2,Engineering,1,560,770
2, ,1,Engineering,2,320,760
2, ,1,Engineering,2,330,800
2, ,1,Engineering,2,340,780
2, ,1,Engineering,2,380,710
2, ,0,Engineering,2,440,670
2, ,1,Engineering,2,470,740
2, ,2,Engineering,2,480,760
2, ,1,Engineering,2,530,800
2, ,3,Engineering,2,530,780
2, ,0,Engineering,2,610,800
2, ,1,Engineering,2,740,760
2, ,2,Engineering,2,460,680
2, ,1,Engineering,2,560,770
2, ,6,Engineering,2,600,770
2, ,1,Engineering,2,670,800
2, ,0,Non-Engineering,1,450,560
2, ,3,Non-Engineering,2,600,690
2, ,1,Non-Engineering,1,480,540
2, ,2,Non-Engineering,2,470,620
2, ,2,Non-Engineering,1,670,570
2, ,1,Non-Engineering,1,610,670
2, ,0,Non-Engineering,1,400,750
2, ,3,Non-Engineering,1,430,740
2, ,2,Non-Engineering,1,470,630
2, ,0,Non-Engineering,1,480,630
2, ,1,Non-Engineering,1,540,740
2, ,0,Non-Engineering,1,550,710
2, ,5,Non-Engineering,1,590,650
2, ,3,Non-Engineering,2,410,630
2, ,2,Non-Engineering,2,440,540
2, ,0,Non-Engineering,2,640,650
2, ,5,Non-Engineering,1,620,710
2, ,1,Non-Engineering,1,410,490
2, ,5,Non-Engineering,1,410,570
2, ,0,Non-Engineering,1,420,590
2, ,2,Non-Engineering,1,420,540
2, ,10,Non-Engineering,1,420,660
2, ,2,Non-Engineering,1,440,490
2, ,3,Non-Engineering,1,440,680
2, ,4,Non-Engineering,1,450,580
2, ,6,Non-Engineering,1,460,560
2, ,2,Non-Engineering,1,480,430
2, ,2,Non-Engineering,1,480,580
2, ,3,Non-Engineering,1,480,470
2, ,9,Non-Engineering,1,480,680
2, ,0,Non-Engineering,1,490,610
2, ,2,Non-Engineering,1,490,610
2, ,3,Non-Engineering,1,490,650
2, ,9,Non-Engineering,1,510,760
2, ,0,Non-Engineering,1,530,690
2, ,2,Non-Engineering,1,530,650
2, ,5,Non-Engineering,1,530,640
2, ,0,Non-Engineering,1,540,550
2, ,2,Non-Engineering,1,540,660
2, ,4,Non-Engineering,1,550,610
2, ,8,Non-Engineering,1,550,680
2, ,2,Non-Engineering,1,560,710
2, ,0,Non-Engineering,1,570,640
2, ,1,Non-Engineering,1,570,690
2, ,2,Non-Engineering,1,570,700
2, ,3,Non-Engineering,1,570,740
2, ,3,Non-Engineering,1,580,620
2, ,1,Non-Engineering,1,590,600
2, ,2,Non-Engineering,1,590,670
2, ,1,Non-Engineering,1,600,580
2, ,1,Non-Engineering,1,610,770
2, ,3,Non-Engineering,1,620,650
2, ,3,Non-Engineering,1,630,670
2, ,0,Non-Engineering,1,640,740
2, ,4,Non-Engineering,1,650,630
2, ,2,Non-Engineering,1,660,730
2, ,0,Non-Engineering,1,670,800
2, ,2,Non-Engineering,1,670,580
2, ,2,Non-Engineering,1,670,750
2, ,3,Non-Engineering,1,670,700
2, ,1,Non-Engineering,1,690,630
2, ,2,Non-Engineering,1,690,660
2, ,8,Non-Engineering,1,690,650
2, ,3,Non-Engineering,1,700,670
2, ,5,Non-Engineering,1,710,650
2, ,2,Non-Engineering,1,720,700
2, ,15,Non-Engineering,1,750,700
2, ,0,Non-Engineering,2,300,400
2, ,5,Non-Engineering,2,380,520
2, ,4,Non-Engineering,2,400,700
2, ,4,Non-Engineering,2,430,630
2, ,4,Non-Engineering,2,430,700
2, ,0,Non-Engineering,2,470,550
2, ,1,Non-Engineering,2,470,610
2, ,1,Non-Engineering,2,470,710
2, ,2,Non-Engineering,2,490,540
2, ,3,Non-Engineering,2,500,620
2, ,5,Non-Engineering,2,500,640
2, ,0,Non-Engineering,2,520,610
2, ,1,Non-Engineering,2,530,740
2, ,3,Non-Engineering,2,530,650
2, ,2,Non-Engineering,2,540,720
2, ,5,Non-Engineering,2,550,620
2, ,2,Non-Engineering,2,570,630
2, ,4,Non-Engineering,2,570,500
2, ,0,Non-Engineering,2,590,700
2, ,2,Non-Engineering,2,590,640
2, ,2,Non-Engineering,2,590,770
2, ,10,Non-Engineering,2,590,750
2, ,5,Non-Engineering,2,610,590
2, ,6,Non-Engineering,2,610,590
2, ,2,Non-Engineering,2,630,670
2, ,3,Non-Engineering,2,630,670
2, ,4,Non-Engineering,2,660,620
2, ,2,Non-Engineering,2,710,740
2, ,0,Non-Engineering,2,740,700
2, ,1,Non-Engineering,2,790,690
2, ,3,Non-Engineering,1,420,600
2, ,2,Non-Engineering,1,620,720
2, ,3,Non-Engineering,1,750,730
2, ,4,Non-Engineering,2,390,540
2, ,1,Non-Engineering,2,480,630
2, ,2,Non-Engineering,2,520,640
2, ,1,Non-Engineering,2,560,770
2, ,1,Non-Engineering,2,570,680
2, ,3,Non-Engineering,2,580,640
2, ,1,Non-Engineering,1,440,690
2, ,0,Non-Engineering,1,620,690
2, ,4,Non-Engineering,1,670,670
2, ,3,Non-Engineering,1,740,800
2, ,2,Non-Engineering,1,360,580
2, ,0,Non-Engineering,1,400,460
2, ,6,Non-Engineering,1,400,580
2, ,0,Non-Engineering,1,560,720
2, ,3,Non-Engineering,1,570,730
2, ,0,Non-Engineering,1,620,620
2, ,4,Non-Engineering,1,400,520
2, ,1,Non-Engineering,1,530,620
2, ,1,Non-Engineering,1,600,600
2, ,1,Non-Engineering,1,610,600
2, ,2,Non-Engineering,2,420,680
2, ,4,Non-Engineering,2,450,680
2, ,3,Non-Engineering,2,490,540
2, ,4,Non-Engineering,2,500,690
2, ,2,Non-Engineering,2,510,720
2, ,3,Non-Engineering,2,560,760
2, ,1,Non-Engineering,2,570,530
2, ,3,Non-Engineering,2,580,730
2, ,1,Non-Engineering,2,600,670
2, ,5,Non-Engineering,2,710,690
2, ,4,Non-Engineering,2,750,780
2, ,0,Non-Engineering,1,390,650
2, ,0,Non-Engineering,1,480,640
2, ,5,Non-Engineering,1,480,640
2, ,4,Non-Engineering,1,540,740
2, ,1,Non-Engineering,1,560,720
2, ,4,Non-Engineering,2,350,730
2, ,0,Non-Engineering,2,610,760
2, ,1,Non-Engineering,1,350,630
2, ,2,Non-Engineering,1,370,570
2, ,3,Non-Engineering,1,410,650
2, ,3,Non-Engineering,1,460,710
2, ,3,Non-Engineering,1,500,670
2, ,2,Non-Engineering,1,520,690
2, ,3,Non-Engineering,1,550,750
2, ,1,Non-Engineering,1,290,730
2, ,3,Non-Engineering,1,390,680
2, ,1,Non-Engineering,1,480,640
2, ,1,Non-Engineering,1,550,720
2, ,3,Non-Engineering,1,550,560
2, ,1,Non-Engineering,1,570,660
2, ,2,Non-Engineering,1,580,560
2, ,3,Non-Engineering,1,590,740
2, ,0,Non-Engineering,2,470,710
2, ,3,Non-Engineering,2,500,660
2, ,0,Non-Engineering,2,510,530
2, ,0,Non-Engineering,2,560,780
2, ,3,Non-Engineering,2,590,750
2, ,3,Non-Engineering,2,610,700
2, ,1,Non-Engineering,2,300,510
2, ,0,Non-Engineering,2,400,430
2, ,6,Non-Engineering,2,470,550
2, ,2,Non-Engineering,2,480,610
2, ,1,Non-Engineering,2,530,680
2, ,0,Non-Engineering,2,540,660
2, ,0,Non-Engineering,2,710,780
2, ,3,Non-Engineering,2,710,790
2, ,0,Non-Engineering,1,380,520
2, ,0,Non-Engineering,1,410,510
2, ,0,Non-Engineering,1,410,750
2, ,3,Non-Engineering,1,420,590
2, ,5,Non-Engineering,1,430,590
2, ,2,Non-Engineering,1,450,530
2, ,0,Non-Engineering,1,480,640
2, ,0,Non-Engineering,1,490,640
2, ,2,Non-Engineering,1,500,570
2, ,3,Non-Engineering,1,500,780
2, ,0,Non-Engineering,1,570,700
2, ,0,Non-Engineering,1,570,730
2, ,5,Non-Engineering,1,620,700
2, ,6,Non-Engineering,1,630,740
2, ,0,Non-Engineering,1,650,690
2, ,0,Non-Engineering,2,370,720
2, ,0,Non-Engineering,2,370,720
2, ,1,Non-Engineering,2,410,740
2, ,7,Non-Engineering,2,430,630
2, ,2,Non-Engineering,2,440,610
2, ,4,Non-Engineering,2,440,740
2, ,2,Non-Engineering,2,460,670
2, ,3,Non-Engineering,2,480,660
2, ,0,Non-Engineering,2,490,700
2, ,3,Non-Engineering,2,500,690
2, ,0,Non-Engineering,2,520,790
2, ,2,Non-Engineering,2,560,800
2, ,2,Non-Engineering,2,590,700
2, ,4,Non-Engineering,2,600,800
2, ,1,Non-Engineering,2,640,640
2, ,1,Non-Engineering,2,640,730
2, ,3,Non-Engineering,2,710,770
2, ,1,Non-Engineering,1,370,500
2, ,0,Non-Engineering,2,590,800
2, ,1,Non-Engineering,2,590,700
2, ,2,Non-Engineering,1,600,750
2, ,1,Non-Engineering,2,430,720
2, ,3,Non-Engineering,2,540,770
2, ,5,Non-Engineering,2,540,780
2, ,1,Non-Engineering,2,550,700
2, ,0,Non-Engineering,2,560,800
2, ,5,Non-Engineering,2,560,790
2, ,0,Non-Engineering,2,580,620
2, ,1,Non-Engineering,2,700,720
2, ,3,Non-Engineering,2,790,800
2, ,2,Non-Engineering,1,350,740
2, ,4,Non-Engineering,1,370,800
2, ,3,Non-Engineering,1,380,750
2, ,2,Non-Engineering,1,560,780
2, ,1,Non-Engineering,1,570,800
2, ,4,Non-Engineering,1,720,790
2, ,2,Non-Engineering,1,790,750
2, ,3,Non-Engineering,2,380,660
2, ,2,Non-Engineering,2,420,710
2, ,2,Non-Engineering,2,460,770
2, ,7,Non-Engineering,2,490,730
2, ,0,Non-Engineering,2,500,780
2, ,1,Non-Engineering,2,500,800
2, ,5,Non-Engineering,2,510,790
2, ,2,Non-Engineering,2,570,680
2, ,0,Non-Engineering,2,600,710
2, ,1,Non-Engineering,2,600,710
2, ,2,Non-Engineering,2,630,800
2, ,4,Non-Engineering,2,650,770
2, ,0,Non-Engineering,2,660,800
2, ,5,Non-Engineering,2,660,800
2, ,7,Non-Engineering,2,660,790
2, ,2,Non-Engineering,2,680,760
2, ,0,Non-Engineering,2,730,800
2, ,1,Non-Engineering,2,730,700
2, ,12,Non-Engineering,2,740,800
2, ,2,Non-Engineering,2,750,800
2, ,1,Non-Engineering,1,420,720
2, ,3,Non-Engineering,1,560,800
2, ,9,Non-Engineering,1,560,800
2, ,2,Non-Engineering,1,570,800
2, ,3,Non-Engineering,1,570,750
2, ,4,Non-Engineering,1,570,780
2, ,1,Non-Engineering,1,640,740
2, ,4,Non-Engineering,1,640,760
2, ,4,Non-Engineering,1,650,790
2, ,1,Non-Engineering,1,680,680
2, ,3,Non-Engineering,2,460,730
2, ,4,Non-Engineering,2,460,760
2, ,4,Non-Engineering,2,490,710
2, ,4,Non-Engineering,2,500,750
2, ,1,Non-Engineering,2,530,790
2, ,2,Non-Engineering,2,550,720
2, ,5,Non-Engineering,2,560,720
2, ,6,Non-Engineering,2,570,790
2, ,3,Non-Engineering,2,580,730
2, ,4,Non-Engineering,2,590,800
2, ,2,Non-Engineering,2,600,770
2, ,1,Non-Engineering,2,610,800
2, ,3,Non-Engineering,2,610,690
2, ,3,Non-Engineering,2,610,710
2, ,3,Non-Engineering,2,610,760
2, ,3,Non-Engineering,2,610,800
2, ,4,Non-Engineering,2,610,790
2, ,2,Non-Engineering,2,620,750
2, ,9,Non-Engineering,2,620,800
2, ,1,Non-Engineering,2,630,800
2, ,5,Non-Engineering,2,630,800
2, ,4,Non-Engineering,2,640,800
2, ,2,Non-Engineering,2,650,730
2, ,14,Non-Engineering,2,650,780
2, ,1,Non-Engineering,2,660,790
2, ,4,Non-Engineering,2,660,730
2, ,2,Non-Engineering,2,670,800
2, ,9,Non-Engineering,2,670,780
2, ,1,Non-Engineering,2,680,780
2, ,3,Non-Engineering,2,680,800
2, ,2,Non-Engineering,2,690,720
2, ,3,Non-Engineering,2,710,790
2, ,9,Non-Engineering,2,730,760
2, ,12,Non-Engineering,2,730,760
2, ,2,Non-Engineering,2,740,790
2, ,5,Non-Engineering,2,740,800
2, ,3,Non-Engineering,2,750,750
2, ,8,Non-Engineering,2,750,790
2, ,4,Non-Engineering,2,800,660
2, ,10,Non-Engineering,1,450,450
2, ,4,Non-Engineering,1,590,700
2, ,5,Non-Engineering,1,590,620
2, ,2,Non-Engineering,1,670,530
2, ,12,Non-Engineering,1,670,690
2, ,7,Non-Engineering,1,720,720
2, ,5,Non-Engineering,2,570,670
2, ,9,Non-Engineering,2,650,750
2, ,8,Non-Engineering,2,680,770
2, ,1,Non-Engineering,1,460,610
2, ,7,Non-Engineering,1,500,670
2, ,7,Non-Engineering,1,500,670
2, ,1,Non-Engineering,1,510,720
2, ,5,Non-Engineering,1,530,580
2, ,0,Non-Engineering,1,540,650
2, ,3,Non-Engineering,1,550,600
2, ,2,Non-Engineering,1,570,750
2, ,3,Non-Engineering,1,580,530
2, ,7,Non-Engineering,1,580,640
2, ,7,Non-Engineering,1,580,650
2, ,4,Non-Engineering,1,590,550
2, ,7,Non-Engineering,1,610,610
2, ,1,Non-Engineering,1,630,630
2, ,0,Non-Engineering,1,640,700
2, ,4,Non-Engineering,1,670,670
2, ,7,Non-Engineering,2,480,660
2, ,0,Non-Engineering,2,540,680
2, ,5,Non-Engineering,2,560,720
2, ,2,Non-Engineering,2,640,780
2, ,4,Non-Engineering,2,710,660
2, ,1,Non-Engineering,2,730,740
2, ,1,Non-Engineering,2,740,660
2, ,1,Non-Engineering,1,400,610
2, ,2,Non-Engineering,1,510,530
2, ,6,Non-Engineering,2,510,660
2, ,0,Non-Engineering,2,550,700
2, ,12,Non-Engineering,1,500,620
2, ,2,Non-Engineering,1,700,700
2, ,1,Non-Engineering,2,450,680
2, ,1,Non-Engineering,1,460,760
2, ,3,Non-Engineering,1,530,610
2, ,13,Non-Engineering,1,570,640
2, ,13,Non-Engineering,1,570,640
2, ,3,Non-Engineering,1,610,670
2, ,5,Non-Engineering,1,690,730
2, ,4,Non-Engineering,2,450,660
2, ,5,Non-Engineering,2,460,660
2, ,6,Non-Engineering,2,510,640
2, ,0,Non-Engineering,2,580,730
2, ,4,Non-Engineering,2,740,650
2, ,3,Non-Engineering,1,280,290
2, ,5,Non-Engineering,1,310,540
2, ,3,Non-Engineering,1,320,790
2, ,5,Non-Engineering,1,320,740
2, ,3,Non-Engineering,1,330,590
2, ,4,Non-Engineering,1,340,620
2, ,2,Non-Engineering,1,370,710
2, ,2,Non-Engineering,1,380,620
2, ,1,Non-Engineering,1,440,650
2, ,2,Non-Engineering,1,440,700
2, ,2,Non-Engineering,1,450,550
2, ,2,Non-Engineering,1,550,750
2, ,3,Non-Engineering,1,580,510
2, ,5,Non-Engineering,1,600,710
2, ,8,Non-Engineering,1,610,760
2, ,4,Non-Engineering,1,620,600
2, ,5,Non-Engineering,1,620,660
2, ,2,Non-Engineering,1,680,740
2, ,6,Non-Engineering,1,730,790
2, ,4,Non-Engineering,1,760,770
2, ,2,Non-Engineering,2,390,680
2, ,2,Non-Engineering,2,410,620
2, ,11,Non-Engineering,2,510,590
2, ,1,Non-Engineering,2,630,710
2, ,5,Non-Engineering,2,640,670
2, ,10,Non-Engineering,2,600,640
2, ,11,Non-Engineering,1,310,680
2, ,3,Non-Engineering,1,500,660
2, ,2,Non-Engineering,2,360,640
2, ,6,Non-Engineering,2,520,550
2, ,6,Non-Engineering,2,520,770
2, ,1,Non-Engineering,2,580,760
2, ,1,Non-Engineering,2,640,770
2, ,1,Non-Engineering,2,720,780
2, ,1,Non-Engineering,2,720,780
2, ,2,Non-Engineering,2,540,740
2, ,3,Non-Engineering,2,630,720
2, ,3,Non-Engineering,1,470,640
2, ,0,Non-Engineering,2,460,670
2, ,4,Non-Engineering,1,590,800
2, ,2,Non-Engineering,1,760,800
2, ,1,Non-Engineering,1,580,610
2, ,3,Non-Engineering,2,470,800
2, ,0,Non-Engineering,2,480,800
2, ,2,Non-Engineering,2,490,720
2, ,1,Non-Engineering,2,550,800
2, ,1,Non-Engineering,2,610,800
2, ,1,Non-Engineering,2,620,800
2, ,0,Non-Engineering,2,650,800
2, ,0,Non-Engineering,2,670,800
2, ,9,Non-Engineering,2,700,800
2, ,0,Non-Engineering,2,750,800
2, ,2,Non-Engineering,2,310,750
2, ,2,Non-Engineering,2,370,730
2, ,2,Non-Engineering,2,440,760
2, ,3,Non-Engineering,2,460,730
2, ,2,Non-Engineering,2,510,800
2, ,3,Non-Engineering,2,510,740
2, ,2,Non-Engineering,2,540,780
2, ,4,Non-Engineering,2,550,700
2, ,5,Non-Engineering,2,610,750
2, ,3,Non-Engineering,2,630,780
2, ,8,Non-Engineering,2,700,790
2, ,2,Non-Engineering,2,750,800
2, , ,Non-Engineering,2,590,800
2, ,3,Non-Engineering,2,730,790
2, ,7,Non-Engineering,2,570,760
2, ,3,Non-Engineering,1,460,460
2, ,3,Non-Engineering,2,310,680
2, ,0,Non-Engineering,2,450,630
2, ,1,Non-Engineering,2,530,740
2, ,1,Non-Engineering,2,540,760
2, ,1,Non-Engineering,1,340,600
2, ,1,Non-Engineering,1,430,630
2, ,0,Non-Engineering,1,450,450
2, ,4,Non-Engineering,1,470,600
2, ,0,Non-Engineering,1,480,600
2, ,0,Non-Engineering,1,560,550
2, ,3,Non-Engineering,2,470,700
2, ,3,Non-Engineering,2,490,670
2, ,0,Non-Engineering,1,280,730
2, ,0,Non-Engineering,1,340,640
2, ,6,Non-Engineering,1,430,740
2, ,7,Non-Engineering,1,440,570
2, ,0,Non-Engineering,1,470,770
2, ,1,Non-Engineering,1,480,630
2, ,1,Non-Engineering,1,480,640
2, ,0,Non-Engineering,1,490,630
2, ,1,Non-Engineering,1,530,620
2, ,1,Non-Engineering,1,540,740
2, ,0,Non-Engineering,1,560,690
2, ,0,Non-Engineering,1,560,710
2, ,1,Non-Engineering,1,570,730
2, ,0,Non-Engineering,1,710,690
2, ,4,Non-Engineering,1,750,790
2, ,4,Non-Engineering,2,320,660
2, ,5,Non-Engineering,2,330,510
2, ,1,Non-Engineering,2,350,730
2, ,0,Non-Engineering,2,380,680
2, ,3,Non-Engineering,2,440,780
2, ,2,Non-Engineering,2,580,670
2, ,7,Non-Engineering,2,650,690
2, ,2,Non-Engineering,2,690,620
2, ,2,Non-Engineering,2,750,540
2, ,1,Non-Engineering,1,410,740
2, ,6,Non-Engineering,1,450,670
2, ,0,Non-Engineering,1,660,610
2, ,1,Non-Engineering,2,590,650
2, ,1,Non-Engineering,1,510,590
2, , ,Non-Engineering,2,530,760
2, ,7,Non-Engineering,2,600,690
2, ,1,Non-Engineering,1,510,420
2, ,7,Non-Engineering,2,440,630
2, ,1,Non-Engineering,1,480,440
2, ,0,Non-Engineering,1,500,620
2, ,1,Non-Engineering,1,510,590
2, ,3,Non-Engineering,1,510,560
2, ,2,Non-Engineering,1,550,750
2, ,4,Non-Engineering,1,690,780
2, ,2,Non-Engineering,1,760,760
2, ,2,Non-Engineering,1,570,690
2, ,3,Non-Engineering,1,600,760
2, ,3,Non-Engineering,1,680,730
2, ,1,Non-Engineering,1,700,800
2, ,1,Non-Engineering,1,700,800
2, ,5,Non-Engineering,1,270,800
2, ,4,Non-Engineering,1,590,650
2, ,3,Non-Engineering,2,410,750
2, ,0,Non-Engineering,2,440,710
2, ,5,Non-Engineering,2,500,670
2, ,0,Non-Engineering,2,590,800
2, ,1,Non-Engineering,2,600,730
2, ,3,Non-Engineering,2,660,770
2, ,0,Non-Engineering,1,460,590
2, ,2,Non-Engineering,1,540,730
2, ,3,Non-Engineering,1,550,660
2, ,1,Non-Engineering,1,570,760
2, ,1,Non-Engineering,1,580,720
2, ,0,Non-Engineering,1,620,800
2, ,2,Non-Engineering,1,620,660
2, ,2,Non-Engineering,1,620,790
2, ,4,Non-Engineering,1,680,780
2, ,12,Non-Engineering,2,300,680
2, ,2,Non-Engineering,2,380,720
2, ,9,Non-Engineering,2,450,730
2, ,2,Non-Engineering,2,500,760
2, ,2,Non-Engineering,2,530,780
2, ,5,Non-Engineering,2,550,760
2, ,1,Non-Engineering,2,580,740
2, ,2,Non-Engineering,2,580,750
2, ,2,Non-Engineering,2,580,800
2, ,1,Non-Engineering,2,610,780
2, ,3,Non-Engineering,2,610,780
2, ,0,Non-Engineering,2,630,750
2, ,2,Non-Engineering,2,630,690
2, ,2,Non-Engineering,2,630,790
2, ,2,Non-Engineering,2,660,770
2, ,1,Non-Engineering,2,680,610
2, ,2,Non-Engineering,2,710,690
2, ,3,Non-Engineering,1,340,660
2, ,5,Non-Engineering,1,360,630
2, ,1,Non-Engineering,1,460,460
2, ,8,Non-Engineering,1,480,780
2, ,0,Non-Engineering,1,600,650
2, ,9,Non-Engineering,1,620,590
2, ,3,Non-Engineering,2,450,600
2, ,0,Non-Engineering,2,490,760
2, ,7,Non-Engineering,2,530,740
2, ,1,Non-Engineering,2,540,760
2, ,4,Non-Engineering,2,590,680
2, ,3,Non-Engineering,1,420,510
2, ,4,Non-Engineering,1,520,660
2, ,3,Non-Engineering,1,600,540
2, ,3,Non-Engineering,2,460,740
2, ,1,Non-Engineering,1,430,680
2, ,1,Non-Engineering,1,520,600
2, ,7,Non-Engineering,2,360,800
2, ,1,Non-Engineering,2,420,750
2, ,1,Non-Engineering,2,460,800
2, ,1,Non-Engineering,2,480,700
2, ,0,Non-Engineering,2,530,800
2, ,1,Non-Engineering,2,530,760
2, ,1,Non-Engineering,2,540,800
2, ,1,Non-Engineering,2,560,750
2, ,3,Non-Engineering,2,590,770
2, ,1,Non-Engineering,2,600,790
2, ,7,Non-Engineering,2,600,780
2, ,2,Non-Engineering,2,640,780
2, ,3,Non-Engineering,2,650,800
2, ,0,Non-Engineering,2,670,800
2, ,2,Non-Engineering,2,670,800
2, ,3,Non-Engineering,2,670,800
2, ,2,Non-Engineering,2,730,780
2, ,2,Non-Engineering,2,740,780
2, ,2,Non-Engineering,2,740,780
2, ,2,Non-Engineering,2,740,780
2, ,2,Non-Engineering,1,470,720
2, ,1,Non-Engineering,1,570,630
2, ,3,Non-Engineering,1,620,700
2, ,3,Non-Engineering,2,500,690
2, ,1,Non-Engineering,2,510,730
2, ,1,Non-Engineering,2,600,640
2, ,1,Non-Engineering,2,660,760
2, ,1,Non-Engineering,1,540,700
2, ,1,Non-Engineering,2,600,700
2, ,4,Non-Engineering,1,510,590
2, ,0,Non-Engineering,1,520,690
2, ,0,Non-Engineering,1,530,670
2, ,5,Non-Engineering,1,530,620
2, ,3,Non-Engineering,2,540,570
2, ,0,Non-Engineering,1,350,600
2, ,3,Non-Engineering,1,400,690
2, ,4,Non-Engineering,1,460,670
2, ,3,Non-Engineering,1,560,650
2, ,0,Non-Engineering,1,630,670
2, ,3,Non-Engineering,2,440,720
2, ,1,Non-Engineering,1,480,540
2, ,4,Non-Engineering,1,540,700
2, ,8,Non-Engineering,1,640,800
2, ,2,Non-Engineering,2,340,780
2, ,1,Non-Engineering,2,460,760
2, ,2,Non-Engineering,2,490,760
2, ,2,Non-Engineering,2,620,800
2, ,1,Non-Engineering,2,670,800
2, ,0,Non-Engineering,1,380,610
2, ,1,Non-Engineering,1,440,710
2, ,5,Non-Engineering,1,600,560
2, ,5,Non-Engineering,1,600,560
2, ,5,Non-Engineering,2,450,710
2, ,0,Non-Engineering,2,490,710
2, ,2,Non-Engineering,2,530,650